
title,company,contract_type,location,salary,remote_type,starting_date,require_experience,education,description,profil_experience,publication_date,url_direct_offer,source
Stagiaire / Intern Data Engineer,"{'name': 'QUANTCUBE TECHNOLOGY', 'sector': 'Intelligence artificielle / Machine Learning, FinTech / InsurTech, Big Data', 'employees': '55 collaborateurs', 'creation_year': '2013', 'turnover': None, 'mean_age': '29 ans'}","Stage
(6 mois)",Paris,Non spécifié,Télétravail fréquent,,< 6 mois,Bac +5 / Master,"Descriptif du poste
At the forefront of AI innovation and investment strategies, we’re a leading company on the lookout for a passionate Junior Data Engineer to join our dynamic and rapidly expanding quantitative team. Our mission revolves around setting up cutting-edge technology, fortified infrastructure, and ingenious quantitative methodologies to drive our business and sustain a competitive advantage in the market.
Your primary responsibility will manage the freshly installed infrastructure and systems that lie at the heart of our quant desk. Picture yourself in charge of architecting ingenious trading systems, managing our databases, and maintaining seamless communication with our full-stack developers to continuously enhance and elevate our existing dashboards.
Missions:
You will be a pivotal and essential member of our team. Your assignments will immerse you in the heart of our current projects, providing you with unparalleled opportunities for growth and impact. Your daily tasks will include:
Pioneering the development, rigorous testing, and deployment of quantitative trading systems, databases, and other mission-critical software.
Playing a pivotal role in the architectural decision-making process, architecting scalable solutions to the most intricate challenges that come our way.
Coordinating role between the Quant team and the IT team (full-stack developers and DevOps engineers), ensuring the meticulous management and real-time monitoring of our trading desk dashboard.
Maintaining the pulse of our database, meticulously safeguarding its performance, availability, scalability, and security to ensure it runs like clockwork.
What we offer
At the heart of these assignments lies the opportunity to drive innovation forward in the world of AI and finance. You will have the opportunity to take part to challenging and valuable projects, to communicate directly with our IT, Product and Data Science teams, at the forefront of AI for economics and finance.
You’ll also be joining a multicultural, warm and close-knit team that loves to organise events and activities after work.
A la pointe de l’innovation en matière d’IA et de stratégies d’investissement, nous sommes une entreprise de premier plan à la recherche d’un ingénieur de données passionné pour rejoindre notre équipe dynamique d’analyst quantitatifs et en pleine expansion. Notre mission consiste à mettre en place une technologie de pointe, une infrastructure fortifiée et des méthodologies quantitatives ingénieuses pour stimuler notre activité et maintenir un avantage concurrentiel sur le marché.
Votre principale responsabilité sera de gérer l’infrastructure nouvellement mise en place et les systèmes qui sont au cœur de notre desk quantitatif. Vous vous imaginez en charge de l’architecture de systèmes de trading ingénieux, de la gestion de nos bases de données et du maintien d’une communication transparente avec nos développeurs full-stack afin d’améliorer et de rehausser continuellement nos tableaux de bord existants.
Missions :
Vous serez un membre essentiel de notre équipe. Vos missions vous plongeront au cœur de nos projets actuels, vous offrant des opportunités de croissance et d’impact inégalées. Vos tâches quotidiennes consisteront notamment à
Être pionnier dans le développement, les tests rigoureux et le déploiement de systèmes de négociation quantitative, de bases de données et d’autres logiciels critiques.
Jouer un rôle central dans le processus de prise de décision en matière d’architecture, en élaborant des solutions évolutives pour relever les défis les plus complexes qui se présentent à nous.
Rôle de coordination entre l’équipe Quant et l’équipe IT (développeurs Full-Stack et ingénieurs DevOps), assurant la gestion méticuleuse et le suivi en temps réel du tableau de bord de notre trading desk.
Prendre le pouls de notre base de données, en protégeant méticuleusement ses performances, sa disponibilité, son évolutivité et sa sécurité afin de s’assurer qu’elle fonctionne comme une horloge.
Ce que nous proposons
Au cœur de ces missions se trouve l’opportunité de faire avancer l’innovation dans le monde de l’IA et de la finance. Vous aurez l’occasion de participer à des projets stimulants et utiles, de communiquer directement avec nos équipes IT, Produit et Data Science, à la pointe de l’IA pour l’économie et la finance.
Vous rejoindrez également une équipe multiculturelle, chaleureuse et soudée qui aime organiser des événements et des activités après le travail.
Voir moins","Profil recherché
Degree in Computer Science, Engineering, Mathematics, or a related quantitative discipline
Knowledge of python packages (requests, beautiful soup, selenium) and SQL database management systems
Strong knowledge of data structures, algorithms, and object-oriented programming
Proficiency in UNIX commands and Linux development
Good development practices: version control, testing
What is a plus :
First experience in Quantitative trading environment
Interest in Finance, trading systems and relevant technology
Strong problem-solving abilities, with an analytical mind and a keen attention to detail
Excellent written and verbal communication skills
QuantCube recruits and recognises all talents.
Diplôme en informatique, ingénierie, mathématiques ou dans une discipline quantitative similaire
Voir plus",2024-02-09,https://www.welcometothejungle.com/fr/companies/quantcube-technology/jobs/stagiaire-intern-data-engineer_paris?q=c645b17b4f1bd30795adde03b500c6a9&o=9adf712f-9790-4d87-8078-bcb6a4437d3a,wttj
Senior Data Engineer H/F,"{'name': 'QANTEV', 'sector': 'Intelligence artificielle / Machine Learning, FinTech / InsurTech, SaaS / Cloud Services', 'employees': '46 collaborateurs', 'creation_year': '2018', 'turnover': None, 'mean_age': '29 ans'}",CDI,Paris,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
What you will be doing
As a member of the data science and engineering team, alongside our technical experts, you will be able to:
Improve our OCR pipeline deployed on insurance claims data.
Work on our NLP pipelines for medical coding inference and sentiment analysis on hospital reviews.
Enhance our fraud detection machine learning models.
Scale our proprietary patient journey optimizer based on state-of-the-art optimal transport.
Implement and optimize the associated algorithms.
Integrate your contribution in our python/postgresql/elasticsearch stack.
Develop test framework for the models.
Think about the best ways to deploy our machine learning models at scale.
Continuously provide ideas to improve the solution.","Profil recherché
Preferred Experience
What you need to succeed
3+ years of experience in the field of data engineering and machine learning.
Advanced technical skills in Applied Mathematics, preferably in machine learning,
probabilistic modeling, computer sciences, statistics and/or operations research
Strong analysis and synthesis abilities, not afraid to deal with details.
Proficient knowledge of Python and Deep Learning Frameworks.
Ability to read, understand and implement research papers.
Able to write quality production code and provide coding review to improve the skills of the team.
Fluent in English.
Bonus skills
Working on production-grade projects with good software engineering insights.
Previous experience working within an agile framework.
Previous startup or health insurance experience.
Voir plus",2024-02-09,https://www.welcometothejungle.com/fr/companies/qantev/jobs/senior-machine-learning-engineer_paris?q=c645b17b4f1bd30795adde03b500c6a9&o=a01acad0-34ef-48f3-8082-baee305ccf62,wttj
Data Engineer GCP Senior (F/H),"{'name': 'APSIDE', 'sector': 'SaaS / Cloud Services, Big Data, Cybersécurité', 'employees': '3000 collaborateurs', 'creation_year': '1976', 'turnover': '232M€', 'mean_age': None}",CDI,La Défense,Non spécifié,Télétravail non autorisé,,> 5 ans,,"Descriptif du poste
💥 Découvrez la Vie Apsidienne 📹 et vous aussi, devenez Apsidien
On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l’ESN qu’il vous faut, mais on préfère que vous le découvriez vous-mêmes 👇😏
🔥 Découvrez votre future mission
👉 Contexte
Rejoignez notre Practise Cloud/Data, afin d’intervenir sur des sujets à haute valeur ajoutée !
Secteur  : Télécom
Méthode de travail : Agile Safe
Notre client a besoin d’un accompagnement sur leurs projets métiers Data/IA accostant sur un cloud public et à la construction d'outils pour accélérer et faciliter cet accostage.
Cela sera réalisé dans un environnement GCP et en grande majorité sur des technologies innovantes pour des services Data & IA. La mission sera partagé entre le ""build"" des cas d'usage et outils, et le ""run"" de ces derniers.
😎 Mission
Etude et définition des architectures GCP, ainsi que leur implémentation
Mise en application des exigences opérationnelles (sécurité, exploitabilité et industrialisation)
Aiguillage sur nos outils transverse et préconisations à l'usage du cloud public
Construction d'outillages facilitant l'accostage de ces des projets métiers DATA-IA
…
Environnement technique :
GCP
Git
Gitlab
Bash
Docker
Kubernetes
GitlabCI
💰 Le package salarial que nous vous proposons
Contrat : CDI
Avantages groupe : carte ticket restaurant Swile, prime de mobilité, RTT, accord télétravail, Mutuelle, prime de cooptation, avantages CE, prise en charge de la mutuelle à 100% etc…
Avantages agence : intégration de la Practise Cloud/Data, afterworks, communauté techlead...
Formation : certifications techniques, cours particuliers d’anglais en interne, accès à un catalogue de formations grâce à notre plateforme e-learning (Academy by Apside) ou via nos organismes partenaires.
Voir moins","Profil recherché
🔮 Ô vous futur Apsidien, qui êtes-vous ?
Au moins 5 ans d'expérience en tant que Data Engineer
Maitrise de l’environnement cloud GCP
Force de proposition, bon relationnel et autonome
😏 Apside a suscité votre curiosité ?
Dans un environnement marqué par une accélération des évolutions technologiques, de transformations des usages et de disruptions majeures, Apside est un partenaire de confiance qui accompagne ses clients à créer de la valeur et à adresser leurs enjeux stratégiques en leur mettant à disposition des expertises technologiques (Data / IA, Cloud, Cyber) et une expérience sectorielle (Industrie, Banque, Assurance, Service, Secteur Public). Pour un accompagnement global, le groupe propose des offres transverses autour du Handicap (Apsid’EA), du Digital Learning, et du Conseil.
🤔 Et votre place dans tout ça ?
👉 Notre volonté est de vous accompagner dans la construction et l’épanouissement de votre carrière en nous appuyant notamment sur 3 piliers :
Voir plus",2024-02-08,https://www.welcometothejungle.com/fr/companies/apside/jobs/data-engineer-gcp-senior-f-h_la-defense?q=c645b17b4f1bd30795adde03b500c6a9&o=a803a30f-8d0f-42a4-aab8-ff2d0c62d5ce,wttj
Data Engineer AWS Senior (F/H),"{'name': 'APSIDE', 'sector': 'SaaS / Cloud Services, Big Data, Cybersécurité', 'employees': '3000 collaborateurs', 'creation_year': '1976', 'turnover': '232M€', 'mean_age': None}",CDI,La Défense,Non spécifié,Télétravail non autorisé,,> 5 ans,,"Descriptif du poste
💥 Découvrez la Vie Apsidienne 📹 et vous aussi, devenez Apsidien
On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l’ESN qu’il vous faut, mais on préfère que vous le découvriez vous-mêmes 👇😏
🔥 Découvrez votre future mission
👉 Contexte
Rejoignez notre Practise Cloud/Data, afin d’intervenir sur des sujets à haute valeur ajoutée !
Dans le cadre du renforcement de leur équipe data, notre client recherche un data ingénieur qui sera amené à travailler sur la mise en oeuvre de plusieurs produits data visant à l'exposition et la mise en qualité des données de références.
L'environnement de travail est sur le cloud AWS avec terraform en infra as code
Secteur  : culture/média
Méthode de travail : Agile / Scrum
😎 Mission
Ingestion et traitement des sources de données
Préparation des données (transformation fonctionnelle et technique)
Elaboration de système avancé de gestion de qualité de données
Elaboration d'API/workflow
Exposition des données (Elasticsearch, RDS) via des API pour les applications front
Préparation des package de livraison en Infra as code
Gestion du cycle de livraison en production
MCO
Rédaction des documentations techniques
…
Environnement technique :
AWS (lambda, EMR, APIGateway, cognito ...)
Python
TerraForm
Git CI/CD
Elasticsearch
PySpark
JSON
SQL (PostgreSQL)
📍 Localisation
     La Défense
💰 Le package salarial que nous vous proposons
Contrat : CDI
Avantages groupe : carte ticket restaurant Swile, prime de mobilité, RTT, accord télétravail, Mutuelle, prime de cooptation, avantages CE, prise en charge de la mutuelle à 100% etc…
Avantages agence : intégration de la Practise Cloud/Data, afterworks, communauté techlead...
Formation : certifications techniques, cours particuliers d’anglais en interne, accès à un catalogue de formations grâce à notre plateforme e-learning (Academy by Apside) ou via nos organismes partenaires.
Voir moins","Profil recherché
🔮 Ô vous futur Apsidien, qui êtes-vous ?
Au moins 5 ans d'expérience en tant que Data Engineer
Maitrise de l’environnement cloud AWS
Force de proposition, bon relationnel et autonome
😏 Apside a suscité votre curiosité ?
Dans un environnement marqué par une accélération des évolutions technologiques, de transformations des usages et de disruptions majeures, Apside est un partenaire de confiance qui accompagne ses clients à créer de la valeur et à adresser leurs enjeux stratégiques en leur mettant à disposition des expertises technologiques (Data / IA, Cloud, Cyber) et une expérience sectorielle (Industrie, Banque, Assurance, Service, Secteur Public). Pour un accompagnement global, le groupe propose des offres transverses autour du Handicap (Apsid’EA), du Digital Learning, et du Conseil.
🤔 Et votre place dans tout ça ?
👉 Notre volonté est de vous accompagner dans la construction et l’épanouissement de votre carrière en nous appuyant notamment sur 3 piliers :
Voir plus",2024-02-08,https://www.welcometothejungle.com/fr/companies/apside/jobs/data-engineer-aws-senior-f-h_la-defense?q=c645b17b4f1bd30795adde03b500c6a9&o=d4c6c8a2-f9a5-4e1f-bd9a-d420de37ff4b,wttj
Senior Data Engineer M/F,"{'name': 'SPLIO', 'sector': 'Digital Marketing / Data Marketing, IT / Digital, Marketing / Communication', 'employees': '250 collaborateurs', 'creation_year': '2001', 'turnover': '26M€', 'mean_age': '33 ans'}",CDI,Paris,Non spécifié,Télétravail fréquent,,> 5 ans,,"Descriptif du poste
About Splio
Splio is a scale-up in the Martech industry with around 30 million ARR. It is headquartered in Paris and employs 220 people (with 90 within the Product and Tech department and across 4 offices (France, Spain, Italy, Tunisia).
In 2023, Splio acquired Tinyclues to integrate their predictive marketing into Splio's CRM and become the European leader in intelligent CRM, allowing brands to easily orchestrate highly personalized marketing at scale through AI.
We are proud to include Longchamp, 3 Suisses, Cojean, Micromania, FNAC, SNCF Connect, Orange, and Samsung among a portfolio of 500 client companies from SME to larger companies across various industries (retail, catering, telecoms, etc.).
To support our growth, we are looking for a Senior Data Engineer to join our R&D team.
Your missions
Build, manage & improve several hundred data pipelines
You are a SQL guru : you are able to find the most cost-effective way to create an asset in our data layer
You are a practitioner of orchestration technologies (Airflow, Kubeflow)
Focus on :
Multi Tenancy : every client has its own data schema, ability to build flexible and configurable KPIs
Scalability : Client’s data can be big but the computation and scoring we process for our clients are even bigger
Cost efficiency : linked to the amount of data to process for each client, we maintain the cost low to make profit
Stack :
Languages : SQL, Python
Framework/Lib : dbt
Dev Env : GCP, Airflow 
Your responsibilities
Tech (80%)
Contribute to the overall engineering at Splio
Contribute to the development with your team
Proactively ensure that security, reliability, performance and cost-efficiency are included in technical and architectural discussions
Keep up to date with the latest relevant technologies, continually evaluating their use for Splio
Leadership (20%)
As a Senior Data Engineer, you provide guidance, allow teams to discover and learn independently.
You can handle high level of complexity and bring clarity on those complex problems
Actively question decisions and provide guidance and own experience to ensure no stone is left unturned and risks are identified and highlighted
Collaborate with other teams when necessary for the product you’re building
Your Profile
🏛 Good technical architectural skills, you are Python fluent with a knowledge of Google Cloud Platform and an experience of BigQuery
📣Excellent communication skills to build relationships, trust, and respect
⚙️ A solid background in technology allowing you to handle new technologies & to challenge technical choices
✅ A strong interest for engineering practices
🧑🏻‍🏫 Able to lead by example, hands-on and ownership
🔁 Comfortable in dealing with change and uncertainty during the software development lifecycle
🤸‍♂️ Good knowledge about Agile development practices
🇬🇧 Good english skills (speaking and writing)
Perks & Benefits
🌴 12 Splio days (days off), in addition to the 25 legal days off
🛋️ Friendly remote policy (5 days on site in one of the cities where there’s a Splio office)
😋 A Swile card that you can use for lunch (10€ per worked day)
👨‍👩‍👦‍👦 Possibility to attend or participate to conferences once or twice a year
Interested in joining Splio ?
30 min video-call with François Bonicel, VP engineering to get to know you, present the job position and exchange on your qualifications & motivations to join Splio
1 hour technical case in our Paris office to evaluate your hard skills and deep dive into the role
30 min video-call with a member of the HR team to assess your interpersonal skills and give you more information about the company culture & benefits
30 min video-call with our CPTO or CTO for final validation
Voir moins",,2024-02-08,https://www.welcometothejungle.com/fr/companies/splio/jobs/senior-data-engineer-m-f_paris?q=c645b17b4f1bd30795adde03b500c6a9&o=ef4277f0-c7a3-4302-87eb-114f303490d8,wttj
Stagiaire Data Engineer,"{'name': 'NAMR', 'sector': 'Big Data', 'employees': '48 collaborateurs', 'creation_year': '2017', 'turnover': None, 'mean_age': '31 ans'}","Stage
(6 mois)",Paris,Non spécifié,Télétravail occasionnel,04 mars 2024,< 6 mois,,"Descriptif du poste
En rejoignant notre équipe Data Engineering, tu auras les missions suivantes :
Implémenter et gérer CI/CD pipelines
Sourcer, analyser, nettoyer, intégrer et documenter les datasets du datalake
Extraire les données issues de ces datasets pour construire les données de notre base de données (attributs)
Maintenir les scripts de mise à jour des flux de données (airflow)
Développer l’outil interne de gestion et administration de nos données et métadonnées (Python, SQL)
Contribuer à l’évolution de notre infrastructure de données vers des technologies scalables (Postgresql, BigQuery, Kubernetes) intégrant plusieurs types de données (structurées, géolocalisées, imagerie, texte, etc.)
maintenance de la code base + maitrise des bonnes pratiques de code (Tests unitaires, Ci/CD etc)
Effectuer une veille systématique des technos, outils et méthodes de gestion des bases de données","Profil recherché
Ton parcours : Tu es en Master Computer Science ou en formation d’Ingénieur en Informatique et recherches un stage de fin d’études.
Ta stack technique :
Python, SQL ;
Traitement/nettoyage de donnée.
Les technologies souhaitables :
Cloud (OVH, AWS, GCS, Azur, Scaleway) ;
Docker ;
QGIS ;
Dataiku ;
Git ;
NoSQL ;
PostgreSQL, PostGIS ;
Airflow
Tes qualités humaines :
Voir plus",2024-02-08,https://www.welcometothejungle.com/fr/companies/nam-r/jobs/stagiaire-data-engineer_paris?q=c645b17b4f1bd30795adde03b500c6a9&o=3bc4da3e-0e15-40e1-a90d-82de0bb8c974,wttj
Consultant.e Data Engineer Expérimenté.e,"{'name': 'THE INFORMATION LAB', 'sector': 'Logiciels, IT / Digital, Big Data', 'employees': '38 collaborateurs', 'creation_year': '2015', 'turnover': '5M€', 'mean_age': None}",CDI,Paris,45 à 60 €,Télétravail fréquent,,> 2 ans,Bac +5 / Master,"Descriptif du poste
Qui sommes-nous ?
Véritables passionnés de data, nous avons construit The Information Lab autour des solutions Tableau, Alteryx et Snowflake. Nous sommes convaincus que ce sont les meilleures technologies pour accomplir la transformation digitale de nos clients.
Notre spécialisation nous permet d’être les premiers partenaires de ces éditeurs et d’être les experts reconnus de ces solutions en France et en Europe.
En nous rejoignant vous pourrez partager votre passion avec vos pairs, travailler dans une ambiance décontractée pour remplir notre mission : ""Helping people make sense of data”.
Description du poste
Rattaché(e) au pôle Expertise et Conseil, vous intervenez sur des missions pour des clients de toutes tailles (grands groupes, ETI, mais aussi start-up et PME), tous métiers. Vos missions ont pour objet le traitement, l’analyse, l’enrichissement des données de nos clients et l’adoption par nos clients des technologies que nous proposons. Au sein d’une équipe de 5 à 8 personnes, vous réalisez vos missions en autonomie, ou avec un junior que vous encadrez, sous la supervision de votre “pod leader” (chef d’équipe).
Votre rôle consiste à :
Intervenir en avant-vente et cadrer vos missions
Conseiller nos clients et prendre en charge tout ou partie du delivery, sur des missions de quelques jours à quelques mois
Mener des projets de bout en bout, en méthode classique ou agile, en coordination avec les équipes de nos clients, nos équipes internes et les éditeurs partenaires
Présenter les livrables de vos missions et mettre en avant leur ROI
Former nos clients à nos technologies
Mettre vos compétences au service de vos collègues au-delà des missions dont vous avez la charge et participer au développement des compétences en partageant vos retours d’expérience
Participer aux activités d’évangélisation, par exemple : rédaction de posts de blogs, participation aux communautés des éditeurs, interventions lors d’événements (salons, conférences, webinaires)
Participer aux projets internes (BI interne, méthodes & qualités)
Les solutions que vous construisez reposent principalement sur les technologies de nos partenaires (Snowflake, Alteryx, Tableau), mais aussi selon le contexte client sur des technologies similaires.
Voir moins","Profil recherché
Vos principales qualités :
Excellentes facultés d’écoute et de communication, orale et écrite
Aptitude à travailler sur plusieurs sujets en parallèle, à prioriser
Humilité et capacité à apprendre ainsi qu’à transmettre ses connaissances
Sens du service, un bon relationnel avec les clients et la rigueur nécessaire au succès de leurs projets
Team player
Compétences méthodologiques :
Analyse du besoin et cadrage de mission
Construction d’indicateurs métiers à partir de données brutes
Idéalement connaissance d’un ou plusieurs métiers et de leurs indicateurs clés
Préparation de données complexes à des fins d’analyse
Méthodes de gestion de projet (classique et agile)
Capacité prouvée à réaliser des démonstrations d’outils
Compétences techniques :
Voir plus",2024-02-08,https://www.welcometothejungle.com/fr/companies/the-information-lab/jobs/consultant-e-data-engineer-experimente-e_paris_TIL_z1PepgM?q=c645b17b4f1bd30795adde03b500c6a9&o=80e697a6-f81b-4056-8969-e1cc60e6edeb,wttj
Lead Data Engineer - Scala (F/H/X),"{'name': 'AVIV GROUP', 'sector': 'Immobilier commercial, Immobilier particulier', 'employees': '1800 collaborateurs', 'creation_year': '2015', 'turnover': '500M€', 'mean_age': None}",CDI,Paris,Non spécifié,Télétravail non autorisé,,> 5 ans,,"Descriptif du poste
Rejoignez l’équipe Marketplace Design AVIV
La marketplace AVIV est le lieu de rencontre privilégié de tous les acteurs de l’annonce immobilière: potentiels acquéreurs ou locataires, propriétaires ou agents, … Afin de garder notre position, nous devons fournir la meilleure qualité de service possible en termes de sécurité,  de confiance, d’efficacité et de pertinence des échanges entre ces acteurs. Plusieurs facteurs entrent en ligne de compte: qualité et sérieux des prospects et des agents  ainsi que la qualité des informations affichées.
Le rôle de l’équipe Marketplace design est de concevoir et exécuter toutes les actions nécessaires pour assurer la satisfaction de nos utilisateurs : qualité et correction des données, scoring, matching, gamification, et amélioration continue. Ces actions requièrent un usage important des données, l’équipe Data Operations est responsable de la gouvernance, la modélisation et  la qualité des données ainsi que de fournir les data-sets clés et maintenir une data platform robuste et efficace pour tout le groupe AVIV.
Vos responsabilités :
En tant que Lead Data Engineer au sein de l’équipe Data Operations, vous travaillez en étroite collaboration avec un Product Manager et votre Engineering Manager. Vos développements respectent les bonnes pratiques en place et sont alignés avec l’architecture d’entreprise AVIV. Vous apportez votre expertise technique à votre équipe, vous créez, adaptez et améliorez la qualité des data-sets et des outils largement utilisés chez AVIV.
L’équipe Data Operations
L’équipe est constituée d’environ 40 personnes, avec notamment:
Coach Agile
Data Engineers
Data Quality Engineers
Data Analysts & Modelers
Devops Engineers
Enterprise & Solution Architects
Product Managers
Les projets
Décentraliser la data et Mettre en place le Data Mesh au sein du groupe Aviv
Fournir les insights sur les usages des différents sites et apps mobiles européens  
Notre Stack Technique data
AWS (CloudFormation, EMR, S3, Glue, Athena, Redshift, SNS/SQS)
Spark
Git, CircleCI, Datadog
Scala, Java
Vous avez idéalement des connaissances complémentaires telles que :
Python 
Apache Airflow, Kubernetes
Jenkins, Argo CD, Grafana, VictoriaMetrics
Voir moins","Profil recherché
Nous recherchons une personne capable de:
Créer et maintenir des datasets complexes et à gros volumes selon des spécifications fonctionnelles précises.
Participer à la création d’une infrastructure solide et optimale pour l’extraction, la transformation et le chargement (ETL) de données à partir de nombreuses sources. Utilisation de SQL et de technologies big data cloud.
Identifier, concevoir et implémenter les processus internes d’amélioration: automatisation, optimisation du delivery, scalabilité, etc…
Travailler avec des experts data et données analytiques au développement de nouvelles fonctionnalités 
Maitriser la méthodologie Agile: communication directe, adaptation, fail fast, amélioration continue et Software Craftsman
Maîtriser le produit et le business, impactant l’amélioration du service aux clients, du produit et de l’architecture
Rigueur, curiosité, autonomie et état d’esprit positif 
Voir plus",2024-02-08,https://www.welcometothejungle.com/fr/companies/aviv-group/jobs/lead-data-engineer-scala-f-h-x_paris?q=c645b17b4f1bd30795adde03b500c6a9&o=ad8082da-634e-4c4a-8235-676bac993891,wttj
Data Engineer H/F,"{'name': 'CAPGEMINI', 'sector': 'IT / Digital, Organisation / Management, Stratégie, Transformation', 'employees': '360000 collaborateurs', 'creation_year': '1967', 'turnover': '18 Mds €', 'mean_age': '37 ans'}",CDI,Bordeaux,Non spécifié,Télétravail non autorisé,,> 3 ans,Bac +5 / Master,"Descriptif du poste
  Vous êtes passionné par le domaine de la Data, vous souhaitez prendre part à des projets d'envergure, concevoir des solutions, les implémenter et les faire évoluer?
Alors rejoignez notre équipe Data Engineering Services au sein de Capgemini Cloud Infrastructure Services en tant que Data Engineer.
Vous avez acquis une expérience solide dans le développement, la mise en œuvre et l’optimisation de solutions pour le traitement d'un grand volume de données, vous êtes capable de créer des solutions qui répondent aux besoins métiers et IT, alors rejoignez notre équipe d’experts.
  En qualité de Data engineer, vos missions sont les suivantes :
▪ Concevoir et développer des solutions Data/IA.
▪ Accompagner les Métier dans la compréhension et la mise en œuvre de solution orientées données.
▪ Collaborer avec les Dev, les Ops, les experts infrastructures dans la construction de solutions et d’infrastructures axées sur les données.
▪ Gérer un écosystème de partenaires data et assurer un haut niveau d'expertise
▪ Assurer un rôle de veille technologique sur tous les outils autours de la data, de l’IA et de la BI.
    Avec nous, votre futur ressemblera à :
Des projets d’envergure, variés et passionnants
Des clients grands comptes de tous secteurs
Des évolutions avec une offre de formation solide
Des échanges avec une communauté d’experts très actives
Un accompagnement de proximité.
 Voir moins","Profil recherché
Description du profil :

Vous êtes issu d’une formation ingénieur ou équivalent bac+5 informatique spécialisée en DATA et vous justifiez d’une expérience d’au moins 5 ans dans un rôle similaire. Expert dans une technologie de base de données relationnelle (PostgreSQL, Oracle…)
Expert dans une technologie de base NoSQL (MongoDB, Cassandra…)
Vous maitrisez un framework de manipulation de données (Hadoop, Spark, Kafka…)
Vous maitrisez les concepts DevOps et avez de bonnes notions en scripting et développement
Vous avez une expérience des outils BI et de data visualisation (Kibana, PowerBI…)
La maitrise de l’anglais est nécessaire. 


Nous proposons :

Et pour (finir de) vous convaincre, on vous en dit un peu plus sur nous :
Les avantages aussi nombreux que variés :
Voir plus",2024-02-07,https://www.welcometothejungle.com/fr/companies/capgemini/jobs/data-engineer-h-f_bordeaux_CAPGE_3NXA38e?q=c645b17b4f1bd30795adde03b500c6a9&o=40db8230-1ec2-4c0e-ad0b-c93546abd1dd,wttj
Data Engineer Senior,"{'name': 'JAKALA', 'sector': 'Digital Marketing / Data Marketing, Big Data, E-commerce', 'employees': '150 collaborateurs', 'creation_year': '2023', 'turnover': '15M€', 'mean_age': '31 ans'}",CDI,,Non spécifié,Télétravail fréquent,,> 5 ans,Bac +5 / Master,"Descriptif du poste
Au sein de notre Data Lab, vous travaillerez conjointement avec les Data Scientists, Data Engineers, MLE/MLOps engineer déjà en poste et vous serez impliqué.e dans la prise de décisions liée à notre solution Data et à son évolution.
A cet effet, vous êtes en charge de :
Contribuer au développement de notre offre Data et à l’industrialisation de plateformes data pour nos clients
Comprendre, analyser et proposer des solutions techniques répondant aux besoins des Plateformes digitales et des projets internes,
Définir l’architecture logiciel ETL / ELT en collaboration avec vos pairs
Travailler la donnée sous toutes ses formes (stockage, élaboration de modèles, structuration, nettoyage),
Rédiger de la documentation technique (diagrammes UML, documentation d’API, …),
Partager votre savoir-faire entre les différents membres de l’équipe,
Concevoir et développer des connecteurs entre les sources de données (internes et/ou externes) et la plateforme,
Concevoir et développer des pipelines de traitements de données (batch et/ou temps réel) dans un environnement Big Data,
Assurer une veille technologique et savoir mener à bien un projet de R&D.
Vous assurez en autonomie les missions suivantes en interne ou auprès de nos clients grands comptes :
Cartographier des données et des flux de données
Implémenter des algorithmes d’analyse de données pour l’industrialisation
Collecter, consolider et modéliser de gros volumes de données (Big Data, Data Warehouses, Data Lakes)
Développer et automatiser des flux de données et leurs visualisations en dashboards, reporting
S’assurer de la scalabilité, sécurité, stabilité et disponibilité des données de la plateforme
Analyser les données web pour répondre aux questions métiers et participer à la construction de l’architecture Big Data
Mettre en place du séquencement et de la supervision des flux précitées en gérant les cas limites
Compétences attendues :
Bon niveau en développement :
De script ETL : Python (Pandas, API Rest, FaaS), Java (ex Kafka Connect, SOAP), Spark (PySpark, Databricks, Delta Lake)
De script ELT : DBT (ex. Snowflake, PostgreSQL)
Connaissance conception et administration d’entrepôt de données : Snowflake, Big Query, PostgreSQL
LakeHouse: Delta LakeConnaissance message broker : RabbitMQ, Kafka
Compétences cloud : Kubernetes, Conteneurisation, Fournisseur cloud (AWS, GCP ou Azure), Infrastructure As Code (Terraform)
Expérience d’architecture et de dimensionnement d’une architecture cloud via des services managés
Cartographie des données
Voir moins","Profil recherché
Diplômé·e d’études supérieures dans le système d’information, computer sciences, big data (école d’ingénieurs, école spécialisée ou équivalent universitaire), vous justifiez d’au moins 5 ans en Data engineering.
Vous avez une expertise reconnue sur la mise en place de pipelines complets de valorisation de données massives, de la collecte à la mise à disposition d’applications en passant par le traitement.
La maîtrise de l’anglais est appréciée.
Certification·s indispensable·s : GCP Professionnal Data Engineer OU Azure Data Engineer Associate OU AWS Solution Architect.
Vous êtes passionné·e par votre métier, aimez le faire partager.",2024-02-07,https://www.welcometothejungle.com/fr/companies/soyhuce/jobs/data-engineer-senior-cdi-paris-ou-caen?q=c645b17b4f1bd30795adde03b500c6a9&o=6696f7e0-63be-4373-8470-85bff272293b,wttj
