title,company,contract_type,location,salary,remote_type,debut_date,require_experience,education,description,profil_experience
Data engineer secteur retail (F/H),"{'name': 'GROUPE SII', 'sector': 'IT / Digital', 'employees': '16000 collaborateurs', 'creation_year': '1979', 'turnover': '1 022.5 M€', 'mean_age': '34 ans'}",CDI,Lille,35K à 45K €,Télétravail fréquent,,,,"Descriptif du poste
Devenez le prochain collaborateur d'SII Nord en tant que :
Data Engineer (H/F)
Intégré chez l'un de nos clients dans le secteur du retail, vous intervenez en tant que Data Engineer (F/H) au sein de l’équipe Data et en étroite collaboration avec les autres spécialistes du domaine.
Vous développez et maintenez la plateforme Data et répondez à des problématiques complexes grâce à des solutions innovantes.  
Vous contribuez à :
Mettre en œuvre et maintenir les pipelines de données
Modéliser le patrimoine de données
Concevoir les flux d’alimentation
Créer et maintenir les dataset permettant le pilotage et la prise de décision
Profil :  Vous justifiez d’une expérience significative en data sur les technologies suivantes :
GCP Big query ou AWS Datadog
ETL
Vous maitrisez au moins 2 des langages suivants : Spark, SQL, Python
Au-delà des compétences techniques, vous faîtes preuve de rigueur, de curiosité et aimez relever les challenges. Vous savez rédiger les specs et maitrisez le processus de CI/CD. Vous maitrisez l’anglais et avait des connaissances dans le secteur retail.
Qui sommes-nous ?
SII Nord c’est 180 collaborateurs, rassemblée autour de différents pôles d’expertise (chefferie de projet, développement informatique, ingénierie systèmes, data). Notre communauté Data est aujourd’hui dynamique au sein de l’agence de Lille et rayonne au niveau du groupe, à travers différents évènements organisés : ateliers, réalisation de speak-up, retours d’expérience.
Chez SII Nord vous êtes accompagnés au quotidien sur votre évolution de carrière par un manager de proximité qui vous suit tout au long de votre parcours
Le Groupe SII est une société d’ingénierie et de conseils en technologies (ICT) et une entreprise de services numériques (ESN). Nous sommes au cœur de l'innovation au service de grands comptes dans des secteurs d'ingénierie variés. En 2023, pour la 6ème année consécutive, SII France a obtenu le label Great Place To Work®. Nous avons été reconnus 3ème entreprise de « + de 2500 salariés» où il fait bon vivre. Nous sommes très fiers d’obtenir cette reconnaissance de nos salariés !
Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières. En fonction de la mission, il est possible de réaliser jusqu’à 50 % de télétravail grâce à notre accord dédié.
Rejoignez le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l’esprit d’équipe sont mis à l’honneur. Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise.
Alors si ces valeurs vous parlent, rejoignez-nous !
Voir moins","Profil recherché
Compétences requises : AWS, ETL, GCP, Python, SQL.
Qualités désirées : Adaptabilité, Rigueur.
Avantages : Très bon CSE, Tickets restaurant, Participation aux frais de transport, Télétravail."
Data engineer secteur bancaire (F/H),"{'name': 'GROUPE SII', 'sector': 'IT / Digital', 'employees': '16000 collaborateurs', 'creation_year': '1979', 'turnover': '1 022.5 M€', 'mean_age': '34 ans'}",CDI,Lille,35K à 45K €,Télétravail non autorisé,,,,"Descriptif du poste
Devenez le prochain collaborateur d'SII Nord en tant que :
Data Engineer (H/F)
Intégré chez l'un de nos clients dans le secteur du bancaire, vous intervenez en tant que Data Engineer (F/H) au sein de l’équipe Data et en étroite collaboration avec les autres spécialistes du domaine.
Vous développez et maintenez la plateforme Data et répondez à des problématiques complexes grâce à des solutions innovantes.  
Vous contribuez à :
Mettre en œuvre et maintenir les pipelines de données
Modéliser le patrimoine de données
Concevoir les flux d’alimentation
Créer et maintenir les dataset permettant le pilotage et la prise de décision
Profil :  Vous justifiez d’une expérience significative en data sur les technologies suivantes :
GCP Big query ou AWS Datadog
ETL
Vous maitrisez au moins 2 des langages suivants : Spark, SQL, Python
Au-delà des compétences techniques, vous faîtes preuve de rigueur, de curiosité et aimez relever les challenges. Vous maitrisez l’anglais. Vous êtes doté(e) d’un bon sens du service client, êtes organisé et pragmatique. Des connaissances dans le secteur bancaire est un plus.
Qui sommes-nous ? SII Nord c’est 180 collaborateurs, rassemblée autour de différents pôles d’expertise (chefferie de projet, développement informatique, ingénierie systèmes, data). Notre communauté Data est aujourd’hui dynamique au sein de l’agence de Lille et rayonne au niveau du groupe, à travers différents évènements organisés : ateliers, réalisation de speak-up, retours d’expérience.
Chez SII Nord vous êtes accompagnés au quotidien sur votre évolution de carrière par un manager de proximité qui vous suit tout au long de votre parcours
Le Groupe SII est une société d’ingénierie et de conseils en technologies (ICT) et une entreprise de services numériques (ESN). Nous sommes au cœur de l'innovation au service de grands comptes dans des secteurs d'ingénierie variés. En 2023, pour la 6ème année consécutive, SII France a obtenu le label Great Place To Work®. Nous avons été reconnus 3ème entreprise de « + de 2500 salariés» où il fait bon vivre. Nous sommes très fiers d’obtenir cette reconnaissance de nos salariés !
Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières. En fonction de la mission, il est possible de réaliser jusqu’à 50 % de télétravail grâce à notre accord dédié.
Rejoignez le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l’esprit d’équipe sont mis à l’honneur. Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise.
Alors si ces valeurs vous parlent, rejoignez-nous !
Voir moins","Profil recherché
Compétences requises : AWS, ETL, GCP, Python, SQL.
Qualités désirées : Autonomie, Rigueur.
Avantages : Très bon CSE, Mutuelle et prévoyance, Tickets restaurant."
Data Engineer H/F - Tours,"{'name': 'GROUPE SII', 'sector': 'IT / Digital', 'employees': '16000 collaborateurs', 'creation_year': '1979', 'turnover': '1 022.5 M€', 'mean_age': '34 ans'}",CDI,Tours,35K à 45K €,Télétravail fréquent,,,,"Descriptif du poste
Envie de changement, d’une nouvelle opportunité professionnelle et d’un cadre où il fait bon vivre ? Alors c’est bon, tu peux continuer à lire, c’est chez SII que ça se passe !
Dans le cadre du développement de notre agence, nous recherchons un ou une Data Engineer (H/F) pour mettre à profit son expertise au service de nos clients.
Intégré(e) au sein des équipes clients, tes futures missions sont :   
<li>Résolution d’incidents (niveau 2 ou 3) et mise en œuvre d’actions préventives</li>
<li>Conseil, assistance et expertise auprès des utilisateurs.  </li>
<li>Maintien en condition opérationnelle des outils ou systèmes (RUN)</li>
<li>Participation à l’évolution des cibles et trajectoires du SI (BUILD) </li>
Tes atouts pour le poste sont la maîtrise des technologies Big Data et notamment l’écosystème Hadoop ((Kafka, Solr, Hbase, Hive, Spark), Cloudera (Sentry, Kudu, Impala)
De formation BAC +5 (école d’ingénieurs ou universitaires), tu justifies d’une première expérience significative dans le domaine de la Data et tu possèdes également de bonnes connaissances dans le développement informatique et notamment sur la stack Java.
Compétences techniques requises :
Système et OS : Linux/Unix (RedHat, CentOS)
ETL : Talend, Talend Big Data Edition, TeraData.
Cloud (DataBricks,  DeltaLake), Azure, Amazon, PAAS (Open-Shift, Kubernetes), Confluent
Doté(e) d’un bon relationnel et appréciant le travail en équipe, tu aimes transmettre ton savoir sur ton domaine d’expertise.
Notre ADN
Dernière-née de l’agence SII Atlantique, SII Tours intervient dans les domaines de l'embarqué, des systèmes d'informations, du web, ou de la gestion de projet.
Fort de l’expertise du groupe, nous rejoindre te permettra une évolution au sein de nos projets (Grands comptes, PME, ETI).
Nous sommes situés au sein de locaux modernes dans le centre-ville de Tours (proche gare).
Le Groupe SII est au cœur de l’innovation au service de grands comptes dans des secteurs d’ingénierie variés.
En 2022, nous avons été labellisés Great Place To Work pour la 5e année consécutive et reconnus 3 e entreprise de « + de 2500 salariés » où il fait bon vivre. Nous sommes très fiers d’obtenir cette reconnaissance de nos salariés !
Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières.
Rejoint le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l’esprit d’équipe sont mis à l’honneur.
Notre nouvel accord télétravail permet de l’appliquer jusqu’à 50% de notre temps de travail en fonction de la mission.
Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise.
Ces valeurs te parlent ? Alors rejoins-nous !
Elodie, Julien et Lucas seront ravis de te rencontrer et de t’en dire plus.
Tu peux également nous suivre sur les réseaux sociaux : Facebook, Linkedin, Viadeo ou Twitter :@SII_Atlantique.
Voir moins","Profil recherché
Compétences requises : Hadoop, Hive, JAVA, Spark.
Qualités désirées : Adaptabilité, Capacités d'analyse, Autonomie, Bon relationnel.
Avantages : Très bon CSE, Participation aux bénéfices de l'entreprise, Télétravail."
Data Engineer GCP,"{'name': 'MERITIS', 'sector': 'IT / Digital, Finance', 'employees': '900 collaborateurs', 'creation_year': '2007', 'turnover': '87M€', 'mean_age': '30 ans'}",CDI,Paris,Non spécifié,Télétravail occasionnel,,,,,
Data Engineer (H/F),"{'name': 'MERITIS', 'sector': 'IT / Digital, Finance', 'employees': '900 collaborateurs', 'creation_year': '2007', 'turnover': '87M€', 'mean_age': '30 ans'}",CDI,Toulouse,Non spécifié,Télétravail occasionnel,,,,,
Data Engineer F/H,"{'name': 'ELDO', 'sector': 'SaaS / Cloud Services, Bâtiment / Travaux publics, Digital', 'employees': '56 collaborateurs', 'creation_year': '2016', 'turnover': None, 'mean_age': '30 ans'}",CDI,Toulouse,Non spécifié,Télétravail total,03 avril 2023,> 5 ans,Bac +5 / Master,"Descriptif du poste
Eldo, c’est la solution 7-en-1 permet aux pros et marques du BTP de se montrer sur le web, convertir leurs leads et s’améliorer au quotidien pour développer leur activité 🚀💚
À propos
Eldo accompagne depuis 2016 les professionnels et marques du secteur de l’amélioration de l’habitat dans la digitalisation de leur communication et gestion commerciale.
Notre mission : partager les savoirs qui construisent les belles histoires.
Nous construisons la première plateforme européenne de solutions digitales à destination des professionnels, marques et consommateurs du secteur de l’amélioration de l’habitat.
Nous sommes une équipe de passionnés qui souhaitent révolutionner le secteur de l’amélioration de l’habitat (76 milliards d’€).
Avec notre suite SaaS nous accompagnons les pros et marques du secteur à développer leur activité en optimisant chaque étape du cycle de vente avec leurs clients. Du moment où ils les trouvent sur le web, jusqu’à leur satisfaction à la fin des travaux.
Sur notre site B2C, nous aidons les particuliers à trouver des pros de confiance grâce aux avis et photos de leurs voisins, pour réaliser les travaux de leurs rêves.
Nous avons un positionnement et un service unique avec :
💻📲 une suite applicative SaaS, développée avec et pour les pros et marques du bâtiment
📷💬 + 100 000 avis accompagnés de photos, vidéos ;
👨‍🔧 des milliers d'entreprises référencées avec un taux de renouvellement/satisfaction de 90%.
🏡💰 un partenariat avec Google et une certification AFNOR encore renouvelée cette année ! (processus de collecte, modération et restitution des avis)
Lauréats de HEC Challenges + et soutenus par le Village by CA, Moovjee et des entrepreneurs à succès comme Alexandre Ricardo (meilleurtaux.com) ou encore Emmanuel Prevost (Meetic), nous avons pour ambitions de devenir d’ici 2030 la première plateforme mondiale de solutions digitales à destination des professionnels de l’amélioration de l’habitat.
 Descriptif du poste
Chez Eldo notre Dream Team s’agrandit ! 👩‍🚀
Dans un environnement fantastique, notre team Product Engineering a besoin de nouvelles recrues, et en ce sens, nous recherchons un(e) Data Engineer.
Si tu aimes la donnée et que les statistiques n’ont aucun secret pour toi… alors Alessandro et la team n’attendent que toi !
Regarde par la fenêtre de l’équipe Product Engineering ! 👁
La Team Product Engineering, c’est plus d'une dizaine de collaborateurs passionnés et ambitieux accompagnés par nos équipes marketing, sales, grands comptes…!
Ton rôle chez Eldo
Tu travailleras quotidiennement à l’amélioration de nos applications (modifications de l’actuel et création) en proposant des architectures, des pipelines data et des algorithmes sur de larges sets de data en assurant une qualité et granularité de cette dernière, le tout, en étant un support pour les équipes en interne.
Pour la partie “Engineer”, tu seras attendu sur la scalabilité de la partie Data, la mise en place d’architecture dédiée, la gestion de la sécurité de la data, la connexion entre l’architecture data et la partie applicative et développement produit.
Pour la partie “Analyste”, tu seras en charge de recueillir les données internes (bases de données, fichiers…) et externes (HubSpot, Google Analytics, Partoo…), puis de les centraliser au sein d’un datawarehouse pour ensuite permettre leur restitution via un outil dédié à la Business Intelligence (tu seras force de proposition sur les outils à utiliser).
Tu devras bien évidemment documenter et spécifier les éléments de services ou modèles développés, ainsi que maintenir une veille active sur les services utilisés et plus largement sur ton secteur d'expertise afin de pouvoir proposer les meilleures et plus adéquates solutions.
Ayant un rôle fortement orienté et drivé par l’Impact business et utilisateur, tu seras naturellement au sein de l’équipe Produit, composée de Product Manager, Product Designer.
Tes échanges quotidiens seront bien évidemment avec cette équipe, mais pas que.
Les développeurs et toutes les autres équipes seront pour toi des stakeholders privilégiés afin de répondre au mieux au besoin de la stratégie Produit et Entreprise.
Les équipes Product Engineering (PE) travaillent en utilisant la méthodologie Agile.
Ton environnement de travail sera le suivant: 
MySQL, PostgreSQL
ETL/ELT, Jobs Talend orchestrés par Airflow, Hevo data pour la partie no code.
APIs d’outils externes à une entreprise (ex : Google Analytics, HubSpot…).
Outils de reporting/dashboarding (Amazon QuickSight°. Toucan Toco pour la partie embed dans l’application)
Outils de documentation, Confluence, et outils de suivi des tâches/incidents, JIRA.
Environnement cloud (AWS)
 Cela pour être un super fit si en plus, tu as/es :
Soft skills
autonome
curieux(se)
une bonne communication
diplomate
un esprit de synthèse 
flexible 
Social skills
Ouverture d’esprit
Orienté Business
Bienveillance
Sens de l’initiative
 🔝😍 Ce que l’équipe aime par-dessus tout sur ce poste
L’humour au quotidien, via des petites blagues souvent de bonne qualité (mais pas toujours)
La team Product Engineering
Les afterworks
L’aventure d’une belle croissance
Pouvoir mettre sa pierre à l’édifice
👍 Les petits + qui font kiffer
Contrat forfait jour + RTT
Mutuelle ALAN 100% digitale qui rembourse super vite et prise en charge à 70%
Un club employé (billetterie, produits high-tech, voyage, etc..)
La carte tickets resto --> Swile est notre ami
Primes cooptations
Remote ponctuel où tu veux en France
Goodies, welcome lunch & drinks (et pas que de bienvenue)
1 break dans l’année dans une destination surprise
Eldo est la société qu’il te faut si tu aimes … 💚
Le management de proximité et impliquant
L’autonomie, les prises d’initiatives, les challenges #growthmindset
Évoluer au sein d’une équipe fun et bienveillante
Les moments de partage en équipe
L’idée de mettre ta pierre à l’édifice et de participer à une aventure humaine et professionnelle INCROYABLE
 🔎 Le process de recrutement chez Eldo
1 - Échange visio RH (45’)
2 - Use case 3 - Échange avec des membres de l'équipe Product Engineering ! (60')
4 - Échange avec ton futur manager, le CPTO (60')Ce poste peut-être en 100% en full remote avec des déplacements à prévoir 1 fois par mois sur Toulouse pris en charge par Eldo
 Alors, séduit(e) ? poste sans tarder ton CV et sors ta plus belle plume 😎
Eldo est une entreprise handi-accueillante
Voir moins",
Digital Factory - Data Engineer DevOps (M/F),"{'name': 'VEOLIA', 'sector': 'Environnement / Développement durable, Collectivités publiques et territoriales, Bâtiment / Travaux publics, Energie', 'employees': '213000 collaborateurs', 'creation_year': '1853', 'turnover': '42,9 Md€', 'mean_age': '44 ans'}",CDI,Saint-Maurice,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
We are looking for an experienced data engineer to join our team on this fantastic journey, working together to ensure that our customers get the best experience possible.
We have a huge potential for analytics and machine learning, based on our IoT and enterprise data, which require solid data engineering.
Your work will have very concrete outcomes and observable value.
You will be fully integrated into the development team, which is organised in an Agile Scrum fashion, and with an excellent team spirit.
You will:
Design, develop, and test data pipeline infrastructures and database systems
Collaborate with data analysts and data scientists to build and improve data models, algorithms and predictive models according to the busines’s requirements
Ensure that all current data infrastructures and processes meet industry standards
Utilise cutting edge data engineering technologies and software
Search for elements of the data collection and processing that need improvement, and improve them
Implement systems to monitor data quality for optimised accuracy and clarity
Design and implement scalable and high-performing solutions
Collaborate with several other teams: Product and Business Development teams for HUBGRADE, Corporate IS&T teams (Data Lake, Cybersecurity, ERP, Networking, FinOps, …), external Digital Partners.
Continuously transfer knowledge to the Run&Support team
Take part in L3 support
Identify synergies between software components and improve efficiency of development and code maintenance
Keep the product vision in mind while working on details
Help to build flexible, future-proof solutions
Continuously improve our agile development process, architecture, and engineering practices
Mentor and coach less experienced engineers on the team
The platform being very rich and diverse, you will have the opportunity to work on different areas and projects.
Additional Information
As an inclusive company, Veolia is committed to diversity and gives equal consideration to all applications, without discrimination.
Voir moins","Profil recherché
Education & Experience
Bachelor's degree in Computer Science
5+ years of experience in software development or data-related fields (DWH, …), with at least 2 years in pure data engineering / big data, using modern programming languages, frameworks, and technologies
Experience working in an agile cross-functional team
Technical skills
Skilled with Git, Python or R, Big Data frameworks (especially Spark)
Skilled with relational and NoSQL databases
Skilled with data modelling and popular data viz tools
Fully operational on public Cloud technologies, especially AWS and its managed services (Glue, Kinesis, Athena, Lambda, IoT Core, EventBridge, …)
Fully operational on Agile practice
Familiar with event-driven architectures
Familiar with automation and IaC tools (CI/CD, Terraform, AWS SAM)
Voir plus"
Data Engineer F/H,"{'name': 'CGI', 'sector': 'IT / Digital, Transformation, Big Data', 'employees': '14500 collaborateurs', 'creation_year': '1976', 'turnover': '12 Mds € en 2022', 'mean_age': '36 ans'}",CDI,Tours,Non spécifié,Télétravail fréquent,,> 5 ans,,"Descriptif du poste
Vos missions sont :
- Recueillir les besoins métiers et des équipes data
- Concevoir et mettre en place les traitements de données
- Réaliser les tests de validation
- Assurer l’alimentation du dataware
- Réaliser les ordonnancements des traitements
- Être garant de la mise en place, du suivi et de l’exploitation des outils déployés
- Assurer une veille technologique régulière

En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE,…).","Profil recherché
- Passionné(e) d’informatique et de données, vous aimez le travail en équipe, apprendre et partager. Vous êtes également doté(e) d'un esprit audacieux et ambitieux.
- Vous faites preuve d’initiative et travaillez sur le long terme.
- Vous justifiez de 2 à 5 ans d'expérience professionnelle au sein d’une entreprise de services numériques ou d’un cabinet de conseil dans le domaine de la Data.
- Vous disposez d'une vision large des technologies et vous maîtrisez au moins une technologie Big Data.

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin."
Data Engineer F/H,"{'name': 'CGI', 'sector': 'IT / Digital, Transformation, Big Data', 'employees': '14500 collaborateurs', 'creation_year': '1976', 'turnover': '12 Mds € en 2022', 'mean_age': '36 ans'}",CDI,Limoges,Non spécifié,Télétravail fréquent,,> 2 ans,,"Descriptif du poste
Alors venez rejoindre nos équipes de Data Engineer. Vous pouvez être amené à intervenir sur tout ou partie de ces missions :

• Modélisation des Data Concepts ;
• Développement et maintenance des traitements d'intégration et de transformation de données ;
• Intégration des développements dans la chaine CI/CD ;
• Documentation technique et fonctionnelle ;
• Rédaction de plan de tests ;
• Réalisation de tests unitaires/qualifications.

Au sein de la communauté Data, vous serez accompagné et vous pourrez échanger avec des collègues expérimentés et experts vous permettant de vous développer, de grandir et d’accomplir pleinement vos missions de conseil.
L’accompagnement managérial, la communauté Data et de nombreux évènements tout au long de l’année nous permettront de vous aider à atteindre vos objectifs dans un esprit de convivialité.","Profil recherché
Vous aimez travailler en équipe, vous avez une formation Bac+3/5 en informatique, au minimum 2 ans d’expériences et des aptitudes sur l’un ou plusieurs des domaines suivants :

• ETL : Informatica PowerCenter, PowerExchange, Talend…
• Bases de données : Oracle, PostGres, MySQL, Mongo db, Sybase…
• Outils : Mantis, Jira, Confluence, Mega Hopex…
• Data Visualisation : SAP Business Object, Need4Viz …
• Langages : SQL, Hadoop, Python, R…
• Technos cloud : Azure, databricks, snowflake…

Les avantages CGI c’est :

- Un programme d’accompagnement durant ta première année chez CGI (référents, séminaire d’intégration…)
- Un équilibre vie pro/vie perso respecté (télétravail, charte de droit à la déconnexion…)
- L’université CGI permettant de développer et d’acquérir de nouvelles compétences
- De nombreux avantages sociaux (Régime d’Achat d’Action, forfait mobilité durable, mutuelle à 100%…)
- Une politique RSE ambitieuse (Mécénat de Compétences, clean walk…)
- Une Mission Emploi Handicap très développée

Prêt à en discuter ?
Voir plus"
Senior Data Engineer AWS - Cloud Data F/H,"{'name': 'CGI', 'sector': 'IT / Digital, Transformation, Big Data', 'employees': '14500 collaborateurs', 'creation_year': '1976', 'turnover': '12 Mds € en 2022', 'mean_age': '36 ans'}",CDI,Toulouse,Non spécifié,Télétravail fréquent,,,,"Descriptif du poste
Vous êtes passionné(e) par le domaine de la Data et avez déjà une expérience significative sur des problématiques de data engineering : construction de pipelines de données (batch/streaming), industrialisation d’applications data science, modélisation de base de données, …
Vous disposez de solides connaissances sur les architectures de données AWS et le cloud. Vous êtes certifié(e) et/ou avez de l’expérience sur une ou plusieurs solutions cloud data AWS.

Vous souhaitez diversifier vos compétences pour être toujours à la pointe des nouvelles technologies et souhaitez rejoindre une entité spécialisée dans la data et l’innovation (> 200 consultants) ? Vous évoluerez sur des projets d'envergure nationaux et internationaux, dans des environnements métiers variés avec un niveau de responsabilité élevé. Vous aurez également la possibilité de monter en compétences sur d’autres outils Cloud que ceux de votre domaine de compétences initial.

En tant que Senior Data Engineer, vous serez intégré(e) dans un pôle de consultants spécialistes de la Data intervenants sur des projets stimulants.

Vos missions seront :
- Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions mises en place
- Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des réponses aux problématiques techniques
- Réaliser les travaux d’implémentation des solutions (préparation des données, industrialisation des modèles, communications entre les différentes technologies,…)
- Produire les projets en mode agile avec des processus et outils de développement de dernière génération (DevOps, Git, CI/CD…)
- Participer à l'élaboration et la révision de normes / documentation technique
- Animer des formations internes. Accompagner la montée en compétences des équipes
- Assurer un support technique aux équipes Data et aux clients au quotidien

Accompagné(e) et entouré(e) par une communauté Data passionnée, l’échange, le partage et les formations vous offriront un véritable espace pour vous épanouir. La proximité et le suivi personnalisé de votre manager, puis un bon nombre d’événements tout au long de l'année, renforceront encore la convivialité et l’esprit d'équipe !

Fort(e) d’une intégration réussie, de nombreuses possibilités d’évolutions de carrière s’offriront rapidement à vous, dans l’animation de la filière technique ou dans le consulting de solutions Data.

En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE,…).
Voir moins","Profil recherché
- Passionné(e) d’informatique et de données, vous aimez le travail en équipe, apprendre et partager.
- Vous êtes également doté(e) d'un esprit audacieux et ambitieux.
- Vous faites preuve d’initiative et travaillez sur le long terme.
- Vous avez un minimum de 5 années d’expérience sur des projets Data et idéalement au moins trois années d’expérience sur des projets Cloud AWS (EC2, S3, Lambda, Redshift, EMR, Kinesis, DynamoDB, etc.) ou autres solutions hébergées sur une architecture AWS (Snowflake, Databricks, etc.);
- Vous maîtrisez au minimum deux langages de programmation (Spark, Scala, Python, Java, SQL)

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin."
Data Engineer Splunk F/H,"{'name': 'CGI', 'sector': 'IT / Digital, Transformation, Big Data', 'employees': '14500 collaborateurs', 'creation_year': '1976', 'turnover': '12 Mds € en 2022', 'mean_age': '36 ans'}",CDI,Toulouse,Non spécifié,Télétravail fréquent,,> 5 ans,,"Descriptif du poste
Vous disposez d’une connaissance approfondie de l’écosystème des solutions RTM du marché (Splunk (de préférence), ELK, Dynatrace, …) ainsi qu’une connaissance d’un ou plusieurs outils de déploiement automatisés et DevOps (DOCKER, ANSIBLE, KUBERNETES…).
Vous savez développer et manipuler des données grâce aux langages Python et/ou Java et Javascript.

En tant que Data Engineer Splunk, vous intègrerez un pôle de consultants spécialistes du Real Time Monitoring d’une quarantaine de consultants basés sur les sites de CGI Montpelier et CGI Toulouse.
Vos missions seront les suivantes :
-Mener des ateliers fonctionnels, analyser et comprendre le besoin, synthétiser les aspects techniques et fonctionnels afin de mieux définir la trajectoire de mise en œuvre de la solution Splunk chez nos clients
-Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des réponses aux problématiques techniques
-Réaliser les travaux d’implémentation de la solution SPLUNK :
Paramétrage de la collecte de données
Structuration et normalisation
Développement de dashboard
Définition de la stratégie de migration
Configuration des algorithmes, notamment en vue de les adapter au Machine Learning, Deep Learning, etc.
Préparation des données
Bonnes pratiques de développement et respect de conventions de nommage
Conception et mise en œuvre de nouveaux scénarios de détection
Optimisation des requêtes Splunk

-Produire les projets en mode agile avec des processus et outils de développement de dernière génération
-Participer à l'élaboration et la révision de normes / documentation technique
-Animer des formations internes. Accompagner la montée en compétences des équipes
-Assurer un support technique Splunk aux équipes et aux clients au quotidien

En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE,…).
Voir moins","Profil recherché
Vous justifiez de 3 à 5 ans d'expérience professionnelle au sein d’une entreprise de services numériques ou d’un cabinet de conseil dans le Domaine du Data Monitoring.

Vous êtes ou avez :
-Esprit d'équipe
-Esprit audacieux et ambitieux
-Force de proposition
-Maitrise au moins d'une technologie Real Time Monitoring, de préférence Splunk

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin."
