title,company,contract_type,location,salary,remote_type,starting_date,require_experience,education,description,profil_experience,publication_date,url_direct_offer,source
,,,,,,,,,,,,https://www.welcometothejungle.com/fr/companies/groover/jobs/data-engineer_paris_GROOV_b1JpdRw?q=bec13a0c38c548b2046a3d2db01d956a&o=577516c9-b0e5-4929-8e22-330ce5983070,wttj
Data Engineer (H/F) - Bordeaux,"{'name': 'GROUPE BPCE', 'sector': 'Banque, FinTech / InsurTech, Finance', 'employees': '100000 collaborateurs', 'creation_year': '2009', 'turnover': None, 'mean_age': None}",CDI,Bordeaux,Non spécifié,Télétravail non autorisé,08 mai 2023,< 6 mois,Bac +5 / Master,"Descriptif du poste
Poste et missions
Au sein de la « Plateforme Assurances » vous intégrez l'équipe Data Management Office sous la responsabilité du manager de l'équipe.
L'équipe DMO est en charge de mettre en place les nouveaux projets liés à la feuille de route Data des métiers de l'assurance non vie et de maintennir les solutions décisionnelles.
Vous interviendrez sur le périmètre indemnisation :
Sur le périmètre RUN, vous assurez la gestion, l'analyse et le suivi de résolution des incidents et des évolutions remontées par les utilisateurs.
Sur le périmètre projet, vous assurez le cadrage fonctionnel du projet avec les métiers, le suivi des développements et les tests.
Votre rôle sera de :
Collaborer avec les référents métier pour recuillir leurs besoin ;
Rédiger des spécifications techniques et fonctionnelles ;
Collaborer avec les référents applicatifs pour établir les mapping liés aux besoins métier ;
Collaborer avec les intervenants IT (Infrasctructure, DBA) ;
Participer aux phases de modélisation (modélisation relationnelle / BI) ;
Assurer la conception et le développement des flux d'intégration du DWH et des Datamart métier ;
Mise en place des stratégies de tests unitaires et fonctionnelles ;
La mise en place des normes de développements et les bonnes pratiques (modèles de traitements, …) ;
Mise en place des documents de référence ;
Pilotage des développeurs intervenant sur le périmètre indemnisation.
Voir moins","Profil recherché
Vous avez déjà participé à un ou plusieurs projets BI, sur des problématiques de Data Integration (mise en place des bonnes pratiques pour des flux otpimisés) ou plus généralement dans la mise en place de Datawarehouses/Datamarts.
Vous attachez une importance particulière à la qualité de vos développements (respect de l'architecture, normes de codage, tests unitaires,…).
Vous avez une très bonne maîtrise des outils suivants :
Idéalement ETL Stambia: Talend
SGBD : SQL Server, Oracle
Reporting : Microstrategy, PowerBI",2024-02-20,https://www.welcometothejungle.com/fr/companies/groupe-bpce/jobs/data-engineer-h-f-bordeaux_bordeaux_GB_5rJjZea?q=bec13a0c38c548b2046a3d2db01d956a&o=98e8eb16-847c-450d-89a2-22510e3baa4e,wttj
Cell Performance Data Engineer (F/H),"{'name': 'ACC - AUTOMOTIVE CELLS COMPANY', 'sector': 'Ingénieries Spécialisées, Energie, Automobile', 'employees': '1200 collaborateurs', 'creation_year': '2020', 'turnover': None, 'mean_age': '38 ans'}",CDI,Bruges,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
The main focus of this position is on the cell performance requirements verification and the analysis and treatment of battery data.

- The cell performance team drives the battery design process on cell level. The design of lithium-ion-batteries allows for many parameters to be set. Each parameter shall be chosen to fulfil the customer requirements to the final product in the best and most cost-efficient way. The connection between design parameters and final product performance is not trivial for lithium-ion-batteries. Many design decisions require a large number of tests, generating large amounts of data. Data which needs to be analysed carefully. This data analysis requires skilful data handling, a thorough working method and an in-depth understanding of batteries.   
- The main work consists in performing data analysis autonomously. The work includes data collection from different sources, data verification and validation, automatic or semi-automatic data treatment, data presentation and interpretation of the results. The main outputs of the work are concise data analysis reports and presentations. An important secondary outputs are software tools which allow for automation of the data treatment and the analysis process, starting with data cleaning routines up to simple machine-learning models for parameter prediction.
Voir moins","Profil recherché
Knowledge:
Data science and programming (preferably Python), statistics and machine learning, measurement technics.
Experience:
Data driven scientific research, data work in a manufacturing industry (chemical, automotive, aerospace, …)  (> 2 years)
Qualifications:
Master, non-IT engineering background required
Field of study: Physics, Chemistry, Mechanical Engineering, Electrical Engineering or Chemical Process Engineering.
Some extra skills which make the difference:
Software development skills, electro-chemical and battery knowledge, chemical laboratory experience

Nos avantages : Locaux neufs, places de parking réservées aux covoitureurs, possibilité de recharger votre voiture électrique sur des emplacements réservés de notre parking. Restaurant d'entreprise et service de livraison de repas et de paniers fruits & légumes. Télétravail, retraite complémentaire, conciergerie.

Vous bénéficierez aussi de nos conférences, ateliers bien-être, séances d'ostéopathie, de notre association Sports & Culture, ainsi que des subventions vacances, sport, et culture.


Voir plus",2024-02-20,https://www.welcometothejungle.com/fr/companies/acc-automotive-cells-company/jobs/cell-performance-data-engineer-f-h_bruges?q=bec13a0c38c548b2046a3d2db01d956a&o=6493f770-03fd-4dc3-bc26-e0059eb06b61,wttj
DATA ENGINEER - H/F,"{'name': 'BANQUE DE FRANCE', 'sector': 'Banque, Assurance', 'employees': '8959 collaborateurs', 'creation_year': '1800', 'turnover': None, 'mean_age': None}",Stage,Paris,Non spécifié,Télétravail non autorisé,,> 6 mois,,"Descriptif du poste
Dans le cadre de son plan de travail sur l'Intelligence Artificielle, le Lab propose un stage afin de développer et de concrétiser les sujets suivants :
Maintenance de scraping de sites avec l’IA (évaluer si à partir de scraping existant, l’IA pourrait corriger les erreurs liées aux évolutions des sites scrapés.)
Évaluation du produit Giskard (framework pour tester les modèles LLM)
Gestion des CRA (Comptes Rendus d’Activités) des prestataires (traitement à base de OCR les CRA transmis par les prestataires, contrôle sur les consommations, voir la possibilité de faire des traitements IA)","Profil recherché
Formation recherchée : 
Master (1 ou 2) Data Engineer, Data Scientist
Master (1 ou 2) Ingénierie des systèmes numériques
Compétences : 
Technologie: IA, IA Générative
outils de gestion/analyse de la data: PowerBI ou autres
Langages de programmation: Python, ReactJS, Java
Environnements: Cloud, Docker, Git
Qualités : 
Capable de travailler à la fois en autonomie et en équipe.
Force de proposition dans son domaine d'expertise
Une très bonne communication autant à l'écrit qu'à l'oral
  Contactez nos ambassadeurs 
Voir plus",2024-02-20,https://www.welcometothejungle.com/fr/companies/banque-de-france/jobs/data-engineer-h-f_paris-ii_BDF_wR2RLD?q=bec13a0c38c548b2046a3d2db01d956a&o=31da430d-84a3-4851-8eff-4bbf0d48d43f,wttj
Data Engineer PySpark,"{'name': 'THALES', 'sector': 'Logiciels, Cybersécurité, Aéronautique / Spatiale', 'employees': '80000 collaborateurs', 'creation_year': '2000', 'turnover': '19Mds€', 'mean_age': None}",CDI,Toulouse,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
QUI SOMMES-NOUS ?
Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Nos équipes de l’activité Systèmes d’information critiques et cybersécurité fournissent des services et des solutions globales optimisant la performance, la résilience et la sécurité des systèmes d’information afin de faire face aux ruptures technologiques et aux cybermenaces.
Le Centre de Compétence Augmented Data recherche un Data Engineer PySpark confirmé - H/F en CDI à Toulouse (Site de Labège – 31). 
Nous recherchons actuellement un Data Engineer expérimenté dans les solutions basées sur PySpark, adossées à des stockages de types HDFS ou Parquet, pour participer à l’un de nos projets mettant en œuvre plusieurs composants software et impliquant plusieurs collaborateurs sur des missions de Data Engineering similaires. 
Vous intégrez le Centre de Compétence Augmented Data, dont le cœur de métier est la conception et la mise en œuvre de solutions techniques innovantes et performantes autour de la gestion et du traitement massif de données dans un contexte mêlant Big Data et développements d’applicatifs exploitant ces données, le tout correspondant aux exigences de nos clients dans les domaines du spatial, de l’aéronautique, de l’énergie, du secteur public ou encore de l’e-santé. 
QUI ETES-VOUS ?
Issu d’une formation universitaire ou ingénieur en informatique, vous justifiez d’une expérience solide dans le domaine de la donnée (Data Science, Data Engineering, Stockage), en ingénierie logicielle globalement.
Une connaissance cloud serait un réel atout, qu’il soit public (AWS, GCP, AZURE) ou privé. 
Vous avez de bonnes expériences en développement logiciel et/ou scripting (principalement Scala & Java).  
Vous êtes à l’aise en anglais.  
Vous êtes curieux et rigoureux.  
Vous aimez travailler en équipe au quotidien. 
Pour vous le succès n’est que collectif. 
CE QUE NOUS POUVONS FAIRE ENSEMBLE :
En nous rejoignant, vous vous verrez confier les missions suivantes : 
La conception et architecture de solutions logicielles dans des contextes cloud ou assimilés, pouvant inclure des composants de calculs utilisant PySpark, 
La rédaction de dossiers d’architecture technique répondant au besoin client, 
La participation aux développements et à la maintenance opérationnelle des composants logiciels mis en œuvre, 
L’estimation des charges techniques liées aux activités de conception, de développement, d’intégration et de validation, 
La participation aux réponses à appel d'offre émises par nos clients et qui impliquerait l’utilisation de technologies de calculs distribuées, 
La veille technologique dans votre domaine d'expertise et réalisation en avance de phase de prototypes innovants. 
Techniquement vous serez donc amené à réaliser les activités suivantes :
Mise en place de pipelines de traitement de données  
Utilisation de l’état de l’art des technologies actuelles dédiées à ces activités : Spark / Spark Streaming / Flink / Storm / Kafka  
Développement sur des stacks Hadoop (HDFS / Hive / Pig / HBase / Oozie)  
Utilisation de tous les types de stockage actuels :  
SQL : Oracle, SQLServer, PostgreSQL  
NoSQL : Cassandra / MongoDB / HBase  
Objet : S3 / MinIO 
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.
Voir moins",,2024-02-20,https://www.welcometothejungle.com/fr/companies/thales/jobs/data-engineer-pyspark_toulouse_THALE_xyLQR81?q=bec13a0c38c548b2046a3d2db01d956a&o=61564b0b-c596-47c9-a984-c88d2597b43b,wttj
Data Engineer (F/H),"{'name': 'GROUPE SII', 'sector': 'IT / Digital', 'employees': '16000 collaborateurs', 'creation_year': '1979', 'turnover': '1 022.5 M€', 'mean_age': '34 ans'}",CDI,Montpellier,32K à 43K €,Télétravail fréquent,,> 5 ans,,"Descriptif du poste
SII Montpellier accompagne ses clients dans l’intégration des nouvelles technologies, procédés et méthodes de management de l’innovation pour contribuer au développement de leurs futurs produits ou services et faire évoluer leurs systèmes d’information. Nous conjuguons de manière durable et vertueuse la satisfaction de nos clients avec le bien-être et l’épanouissement de nos collaborateurs tout en délivrant un haut niveau de performance.
Au travers de notre entité composée d’une quarantaine de consultants et de leurs expertises liées au développement applicatif, à la gestion de projets et d’infrastructures, au test et aux enjeux autour de la data et cyber sécurité. Nous intervenons aujourd’hui sur des projets à forte valeur ajoutée, ambitieux et à l’international autour des secteurs du numérique, du télécom, de la banque/assurance, de l’industrie et des services en assistance technique et/ou en engagement (centre de services, centre de compétences, ...). Nous accompagnons de nombreux acteurs locaux (Montpellier et agglomération) vous permettant de trouver plusieurs opportunités proches de chez vous ou depuis chez vous (flexibilité / mode de fonctionnement hybride).
Vous rejoindrez une équipe soudée, talentueuse et engagée qui priorise le bien-être au travail, l’humilité et le partage. Vos compétences techniques et votre savoir-être seront mis en valeur au sein de missions sur des sujets variés allant de la conception et développement d’applications web, mobile, IHM à la gestion d’infrastructure traditionnelle et Cloud en passant par la gestion de projets agiles.
Rencontrons-nous et valorisons ensemble nos savoir-faire.
Dans le but de répondre aux demandes de nos partenaires, nous ouvrons un poste en qualité de Data Engineer (F/H), sur Montpellier (34).  
Vos missions :

- Collecter et stocker les données

- Comprendre les besoins des utilisateurs

- Déterminer la cohérence des données

- Implémenter des outils de pointe pour faciliter l’usage des données dans l’entreprise et améliorer l’efficacité opérationnelle.
Diplômé(e) d'un Master en Informatique, d'une école d'Ingénieur ou équivalent, vous disposez d'une expérience de minimum 5 ans sur des compétences similaires en DATA. Vos compétences techniques sur SSAS, SSIS, SSRS seront un vrai plus !
 La rigueur, la patience et la curiosité sont vos points forts. Vous disposez d'un important esprit d’équipe et faites preuve de bienveillance au quotidien.
Le Groupe SII est une société d’ingénierie et de conseils en technologies (ICT) et une entreprise de services numériques (ESN).
Nous sommes au cœur de l'innovation au service de grands comptes dans des secteurs d'ingénierie variés.
En 2023, pour la 6e année consécutive, SII France a obtenu le label Great Place To Work®.
Nous avons été reconnus 3e entreprise de « + de 2500 salariés » où il fait bon vivre.
Nous sommes très fiers d’obtenir cette reconnaissance de nos salariés !
Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières.
En fonction de la mission, il est possible de réaliser jusqu'à 50 % de télétravail grâce à notre accord dédié. Rejoignez le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l’esprit d’équipe sont mis à l’honneur.
Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise. Alors si ces valeurs vous parlent, rejoignez-nous !
Voir moins","Profil recherché
Compétences requises : Big data, SQL.
Qualités désirées : Capacités d'analyse, Bon relationnel, Satisfaction client.
Avantages : Aide à la mobilité, Tickets restaurant, Télétravail.",2024-02-20,https://www.welcometothejungle.com/fr/companies/sii/jobs/data-engineer-f-h_montpellier?q=bec13a0c38c548b2046a3d2db01d956a&o=dee6ef25-41e8-4519-9c7c-959e08153c0a,wttj
Senior Data Engineer (F/M/D) - Lisbon,"{'name': 'VESTIAIRE COLLECTIVE', 'sector': 'Luxe, Mode, E-commerce', 'employees': '800 collaborateurs', 'creation_year': '2009', 'turnover': None, 'mean_age': '34 ans'}",Autres,Paris,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
Vestiaire Collective is the leading global online marketplace for desirable pre-loved fashion. Our mission is to transform the fashion industry for a more sustainable future by empowering our community to promote the circular fashion movement. Vestiaire was founded in 2009 and is headquartered in Paris with offices in London, Berlin, New York, Singapore and Hong Kong and warehouses in Tourcoing (France), Crawley (UK), Hong Kong and New York.
We currently have a diverse global team of 700 employees representing over 50 nationalities. Our values are community, activism, transparency, dedication and greatness. We are proud to be a BCorp.
Senior Data Engineer (F/M/D)
Full-time, Permanent role based in Lisbon
About the role
Vestiaire Collective is hiring a Senior Data Engineer on our data platform team, to play a crucial role in developing and enhancing our data infrastructure, driving Vestiaire Collective's mission towards a sustainable fashion industry.
What you'll do
Real-Time Data Processing
Create real-time data processing applications, leveraging Kafka for timely data availability.
Ensure high throughput and low latency in data processing/service.
Data Platform Architecture:
Design and evolve our data platform's architecture for scalable, efficient data processing and analytics.
Participate in strategic planning for long-term alignment with business goals
Data Integration and Modeling
Implement robust, scalable data integration strategies.
Optimize data models for efficient storage, retrieval, and analytics.
Building ML Platform Ecosystem
Collaboratively develop a scalable, reliable ML platform, focusing on model serving, training, and essential MLOps features.
Prioritize efficiency, automation, and best practices in MLOps.
Workflow Automation
Develop automated solutions to enhance data operations.
Utilize Apache Airflow for effective data workflow management.
Continuous Learning and Improvement
Stay abreast of the latest data engineering trends and technologies.
Foster a culture of continuous learning and knowledge sharing.
Who you are
Concrete knowledge on Real-Time data processing (Apache Spark/Flink, Apache Beam)
Required Skills
Python
Expert in clean, efficient Python coding; proficient with data libraries and web frameworks
Skilled in asynchronous programming.
SQL: Strong in SQL syntax and query optimization.
Kafka:Proficient in Kafka architecture and stream processing.
ML Deployment / Optimization: Experienced in ML model deployment and MLOps principles.
Required Toolings
Spark/Flink (or any other framework): Experienced in distributed data processing
Apache Airflow: Expertise in workflow management.
FastAPI/Robyn: Skilled in FastAPI/Robyn development and features.
Git:Advanced knowledge in version control and CI/CD integration.
Cloud Services: AWS or similar cloud experience.
Data Visualization Tools: Proficient in tools like Streamlit.
Monitoring and Logging Tools: Experienced with tools like DataDog, Prometheus, and Grafana.
Nice to have skills
Terraform/Ansible: Skills in infrastructure automation.
Golang: Experience in Go programming and its ecosystem.
DBT: Proficient in DBT for data warehousing.
What we offer
A meaningful job with an impact on the way people consume fashion and promote sustainability
Flexible work possibilities
The opportunity to do career-defining work in a fast-growing French-born scale up
The possibility to work as part of a globally diverse team with more than 50 nationalities
Two days to help Project - reinforcing your activist journey and volunteer for an association
Significant investment in your learning and growth
Competitive compensation and benefits package
As full member of our entrepreneurial project, you will be eligible to free shares
Vestiaire Collective is an equal opportunities employer
Voir moins",,2024-02-20,https://www.welcometothejungle.com/fr/companies/vestiaire-collective/jobs/senior-data-engineer-f-m-d-lisbon_paris?q=bec13a0c38c548b2046a3d2db01d956a&o=bf7eab47-ff5b-46e2-baa7-ac32d2a058f4,wttj
Data Engineer (F/H),"{'name': 'ASI', 'sector': 'IT / Digital, Transformation, Big Data', 'employees': '500 collaborateurs', 'creation_year': '1993', 'turnover': '42,5 M€', 'mean_age': '34 ans'}",CDI,Nantes,Non spécifié,Télétravail non autorisé,,> 3 ans,,"Descriptif du poste
Dans un souci d’accessibilité et de clarté, les termes employés au masculin se réfèrent aussi bien au genre féminin que masculin.  
Simon, Responsable de l’équipe Data Nantaise, est à la recherche d’un Data Engineer pour mettre en place, intégrer, développer et optimiser des solutions de pipeline sur des environnements Cloud et On Premise pour nos projets clients.
Au sein d’une équipe dédiée et principalement en contexte agile : 
Vous participez à la rédaction de spécifications techniques et fonctionnelles
Vous maitrisez les formats de données structurés et non structurés et savez les manipuler
Vous connectez une solution ETL / ELT à une source de données
Vous concevez et réalisez un pipeline de transformation et de valorisation des données, et ordonnancez son fonctionnement
Vous prenez en charge les développements de médiations 
Vous veillez à la sécurisation des pipelines de données
Vous concevez et réalisez des API utilisant les données valorisées
Vous concevez et implémentez des solutions BI
Vous participez à la rédaction des spécifications fonctionnelles et techniques des flux
Vous définissez des plans de tests et d’intégration
Vous prenez en charge la maintenance évolutive et corrective
Vous traitez les problématiques de qualité de données
En fonction de vos compétences et appétences, vous intervenez sur l’une ou plusieurs des technologies suivantes :
L’écosystème data notamment Microsoft Azure
Les langages : SQL, Java
Les bases de données SQL et NoSQL
Stockage cloud: S3, Azure Blob Storage…
Les ETL/ESB et autres outils : Talend, Spark, Kafka NIFI, Matillion, Airflow, Datafactory, Glue...
En rejoignant ASI,
Vous évoluerez au sein d’une entreprise aux modes de fonctionnement internes flexibles garantis par une politique RH attentive (accord télétravail 3J/semaine, accord congé parenthèse…) 
Vous pourrez participer (ou animer si le cœur vous en dit) à nos nombreux rituels, nos événements internes (midi geek, dej’tech) et externes (DevFest, Camping des Speakers…)  
Vous évoluerez dans une entreprise bientôt reconnue Société à mission, Team GreenCaring et non GreenWashing porteuse d’une démarche RSE incarnée et animée, depuis plus de 10 ans. (Equipe RSE dédiée, accord forfaits mobilités durables…) 
Voir moins","Profil recherché
Vous êtes issu d’une formation supérieure en informatique, mathématiques ou spécialisé en Big Data, et avez une expérience minimale de 3 ans en ingénierie des données et d'une expérience opérationnelle réussie dans la construction de pipelines de données structurées et non structurées.
Attaché à la qualité de ce que vous réalisez, vous faites preuve de rigueur et d'organisation dans la réalisation de vos activités.
Doté d'une bonne culture technologique, vous faites régulièrement de la veille pour actualiser vos connaissances.
Un bon niveau d’anglais, tant à l’écrit qu’à l’oral est recommandé.
Désireux d’intégrer une entreprise à votre image, vous vous retrouvez dans nos valeurs de confiance, d’écoute, de plaisir et d’engagement. 
Le salaire proposé pour ce poste est compris entre 36 000 et 40 000 €, selon l'expérience et les compétences, tout en respectant l'équité salariale au sein de l'équipe. 
 A compétences égales, ce poste est ouvert aux personnes en situation de handicap. ",2024-02-19,https://www.welcometothejungle.com/fr/companies/asi/jobs/data-engineer-f-h_nantes_ASI_w17yGm1?q=bec13a0c38c548b2046a3d2db01d956a&o=86704c33-9111-40ce-a36e-dcb401dde06c,wttj
Cloud Data Engineer (F/H),"{'name': 'MICROPOLE', 'sector': 'IT / Digital', 'employees': '1200 collaborateurs', 'creation_year': '1987', 'turnover': ""122 millions d'€"", 'mean_age': '36 ans'}",CDI,Villeurbanne,Non spécifié,Télétravail non autorisé,,> 4 ans,,"Descriptif du poste
En résumé :
Poste : Cloud Data Engineer F/H
Secteur de l'entreprise : experts conseil dans les secteurs de la banque-assurance, le luxe-retail et l’Industrie
Localité : Lyon
Type de contrat : CDI
Niveau d’expérience : au moins 3 ans
Vous êtes passionné(e)s par ladata ? Vous êtes convaincus que l’optimisation du patrimoine data des entreprises est la clé de leur performance ? Vous voulez rendre les entreprises data driven et les aider à se transformer pour préparer dès à présent leur futur ? Vous êtes au fait des dernières tendances et prêt à explorer de nouveaux territoires ?
Vous souhaitezrejoindre un groupe pionnier des grandes innovations data et digitale ?
Si vous avez répondu « Oui » à chacune de cesquestions alors devenez Cloud Data Engineer pour nos clients grands-comptes dans les secteurs de le luxe/retail, la banque/assurance et l’industrie/services.
Alors, prêt à rejoindrel’aventure Micropole ? N’attendez plus !
Vous rejoignez notreentité Data Analytics basée à Lyon, où vous interviendrez sur l’intégralité deplusieurs projets avec une vision « Data 360° », mêlant Conseil,Architecture, Intégration et Data Science. En tant que Cloud Data Engineer, vousaccompagnerez les directions métiers dans l'évaluation de l'efficacité de leurprocessus et dans leur stratégie pour optimiser leur performance. Vous serezrattaché(e) à l’équipe Data Analytics, composée de 50 #InnovativePeople.
 Dans vos missionsquotidiennes, vous serez amené(e)à : 
Développer et maintenir des cas d’usages clients avec les outils et les infrastructures Big Data/Cloud
Modéliser et analyser des données dans le Cloud ;
Garantir la sécurité et la compliance des données ; 
Apporter votre réflexion sur des problématiques métiers à travers l’exploitation et la compréhension des données. 
Identifier les sources de données les plus pertinentes et restituer des résultats de façon concise et visuelle ; 
Réaliser une veille technologique pour être à la pointe sur les solutions Cloud & Data ; 
Participer au développement de notre centre d’excellence GCP
Voir moins","Profil recherché
Profil
Vos compétences techniques : 
Vous avez un minimum de 3 années d’expérience en tant que Cloud Data Engineer dont au moins une première sur des projets  Azure et GCP ou AWS ;
Vous êtes idéalement certifié(e) ou à défaut avez l’ambition de le devenir ;
Vous êtes à l'aise avec un langage de programmation (Spark, Scala, Python, Java ou R) ; 
Vous maitrisez les théories et outils de modélisation de données ;
Des connaissances en industrialisation, CI/CD et/ou gestion de version seront particulièrement appréciées 
Vos  atouts: 
Vous êtes passionné(e), rigoureux(se), curieux(se) et à l’écoute ; 
Vous développerez votre créativité et votre curiosité grâce à une veille technologique accrue qui vous permettra de challenger les besoins de vos clients ;
Vous souhaitez vous impliquer dans le développement de communautés techniques autour du Cloud GCP et des solutions Data. 
Voir plus",2024-02-19,https://www.welcometothejungle.com/fr/companies/groupe-micropole/jobs/cloud-data-engineer-f-h_villeurbanne?q=bec13a0c38c548b2046a3d2db01d956a&o=403d3bb2-cab5-4908-adf8-5f1057c2d023,wttj
Senior Data Engineer / Azure (H/F),"{'name': 'MICROPOLE', 'sector': 'IT / Digital', 'employees': '1200 collaborateurs', 'creation_year': '1987', 'turnover': ""122 millions d'€"", 'mean_age': '36 ans'}",CDI,Villeurbanne,Non spécifié,Télétravail non autorisé,,> 7 ans,,"Descriptif du poste
En résumé :
Poste : Senior Data Engineer / Azure F/H
Secteur de l'entreprise : experts conseil dans les secteurs de la banque-assurance, le luxe-retail et l’Industrie
Localité : Lyon
Type de contrat : CDI
Niveau d’expérience : au moins 3 ans
Vous êtes passionné(e)s par la data ? Vous êtes convaincus que l’optimisation du patrimoine data des entreprises est la clé de leur performance ? Vous voulez rendre les entreprises data driven et les aider à se transformer pour préparer dès à présent leur futur ? Vous êtes au fait des dernières tendances et prêt à explorer de nouveaux territoires ?
Vous souhaitez rejoindre un groupe pionnier des grandes innovations data et digitale ?
Si vous avez répondu « Oui » à chacune de ces questions alors devenez Senior Data Engineer / Azure pour nos clients grands-comptes dans les secteurs de le luxe/retail, la banque/assurance et l’industrie/ services.
Alors, prêt à rejoindre l’aventure Micropole ? N’attendez plus !
Dans vos missionsquotidiennes, vous serez amené(e) à : 
Apporter votre expertise à nos clients pour garantir une valeur ajoutée rigoureuse et innovante
Participer activement à la réalisation technique des projets de nos clients
Accompagner et conseiller les clients sur les meilleures pratiques, les technologies et outils les plus adaptés au contexte.
Réaliser des présentations, démonstrations, POC ou Pilotes pour mettre en lumière les recommandations technologiques.
Être constamment en veille technologique
Transférer des compétences spécifiques aux équipes techniques de nos clients
Voir moins","Profil recherché
Profil
Vous avez un minimum de 5 années d’expérience sur des projets Data et sur des projets Cloud Microsoft Azure ou à défaut une certification Azure avec l’ambition de vous préparer à d’autres. 
Vous maîtrisez au minimum un langage de programmation (Spark, Scala, Python, Java ou R) ; 
Vous avez une maitrise des théories et outils de modélisation de données, 
Vous maitrisez des outils et framework d’industrialisation, IaC, CI/CD et/ou gestion de version, 
Solide Expérience Technique DansLes Domaines Suivants
Azure Data Factory
Azure Synapse Pipeline
Spark/Scala
pyspark
Python
Voir plus",2024-02-19,https://www.welcometothejungle.com/fr/companies/groupe-micropole/jobs/senior-data-engineer-azure-h-f_villeurbanne?q=bec13a0c38c548b2046a3d2db01d956a&o=69a0033e-ae60-40d9-a751-d691b061e8e3,wttj
Expert Python-Data Engineer H/F,"{'name': 'OPEN', 'sector': 'IT / Digital, SaaS / Cloud Services, Big Data', 'employees': '4000 collaborateurs', 'creation_year': '1989', 'turnover': '420M', 'mean_age': '40 ans'}",CDI,Levallois-Perret,Non spécifié,Télétravail non autorisé,,,,"Descriptif du poste
💡 Qui sommes-nous ? 
 Rejoindre la BU Cloud & DevOps, c’est rejoindre la communauté d'experts techniques qui accompagne des sujets stratégiques et transverses pour Open France. 
 Afin d'accompagner nos clients dans la mise en œuvre de leur transformation digitale, et dans le cadre de leurs projets à forte valeur ajoutée, nous recrutons un.e Expert Python-Data Engineer   H/F !  📌 Vos missions détaillées  
Etablir ou challenger le cahier des charges,  
Rédiger les spécifications techniques,  
Définir l’architecture de la librairie,  
Développer, documenter, tester et maintenir ces librairies en s’appuyant sur des pratiques de développement à l’état de l’art,  
Optimiser le traitement de jeux de données de grande taille (plusieurs téraoctets) pour minimiser les coûts et délais de traitement,  Adapter les librairies pour permettre le traitement de données diverses   (comptes-rendus médicaux, images d’IRM, bases hospitalières, bases nationales),   Mentorer des profils développeurs moins expérimentés,   Collaborer avec les équipes Produit, de la Direction Technique et de la Direction des   données en suivant la méthodologie agile (scrum ou kanban) (gestion d'un backlog, rituels, etc.),  
 ⚙ Votre environnement Technique 
 python3, R, designs patterns, pytest, NumPy, Pandas, (Py)Spark Airflow, Dask, AWS S3, Azure Blob Storage...  
🌟 Vous êtes 
 Passionné.e de technique et justifiez de 3 à 6 ans d’expérience en développement Back end python, permettant d’avoir une connaissance approfondie du langage, y compris ses fonctionnalités avancées, ses bibliothèques standard et ses meilleures pratiques
Maîtrisez bien dans un environnement cloud de l’utilisation du stockage objet (eg.AWS S3 ou Azure Blob Storage),
 Nous recherchons de la technique mais aussi de la passion et du dynamisme ! 
 🤝 Vous êtes mettre de votre carrière : Comment ?  
 Intégrer des projets transverses et stratégiques : outils internes, meetups, summits, formations, avant-ventes, chiffrage, veille, audit SI …  
Evoluer vers un rôle de leader Technique grâce à un accompagnement personnalisé et un parcours de formation et certifications adaptées.  
 💬 Notre Process De Recrutement 
📞 Bref échange téléphonique 
🗨 Rencontre RH pour parler de vous, de vos aspirations professionnelles et vous présenter Open, 
💭 Echange avec l’un des experts 
🆗 Temps de partage avec votre futur manager. 
✅Après vous avoir souhaité la bienvenue vous bénéficiez d’un parcours d’intégration sur-mesure. 
  CODE REC : ACH23516  
   Qu’attendez-vous pour être Open ?
Voir moins",,2024-02-19,https://www.welcometothejungle.com/fr/companies/open/jobs/data-engineer-python-h-f_levallois-perret?q=bec13a0c38c548b2046a3d2db01d956a&o=852366ff-c7d0-401f-9360-8b25d8086de1,wttj
